Image Name,Label
Positive_174_Coronary_024_LAD1_13.png,Positive
Positive_227_Coronary_168_CX_Secondary1_16.png,Positive
Positive_132_Coronary_637_CX1_4.png,Positive
Positive_216_Coronary_237_CX_Secondary5_16.png,Positive
Positive_183_Coronary_682_RCA1_10.png,Positive
Positive_109_Coronary_706_RCA1_6.png,Positive
Positive_107_Coronary_457_RCA1_8.png,Positive
Positive_235_Coronary_237_LAD_Secondary1_6.png,Positive
Positive_148_Coronary_471_RCA1_13.png,Positive
Positive_219_Coronary_474_CX_Secondary2_10.png,Positive
Positive_255_Coronary_237_RCA_Secondary16_19.png,Positive
Positive_211_Coronary_117_LAD1_4.png,Positive
Positive_250_Coronary_450_LAD_Secondary3_4.png,Positive
Positive_255_Coronary_704_RCA1_15.png,Positive
Positive_182_Coronary_188_CX_Secondary2_11.png,Positive
Positive_255_Coronary_213_RCA1_11.png,Positive
Positive_154_Coronary_471_CX1_8.png,Positive
Positive_123_Coronary_506_CX1_7.png,Positive
Positive_113_Coronary_657_LAD1_9.png,Positive
Positive_171_Coronary_188_LAD1_19.png,Positive
Positive_166_Coronary_022_RCA1_10.png,Positive
Positive_184_Coronary_674_LAD1_8.png,Positive
Positive_255_Coronary_006_LAD_Secondary3_19.png,Positive
Positive_144_Coronary_501_CX1_11.png,Positive
Positive_205_Coronary_662_RCA1_19.png,Positive
Positive_123_Coronary_506_CX_Secondary1_4.png,Positive
Positive_255_Coronary_704_RCA1_8.png,Positive
Positive_202_Coronary_178_LAD1_5.png,Positive
Positive_176_Coronary_653_LAD1_3.png,Positive
Positive_156_Coronary_630_RCA1_9.png,Positive
Positive_255_Coronary_453_CX1_9.png,Positive
Positive_127_Coronary_474_RCA1_4.png,Positive
Positive_241_Coronary_085_LAD_Secondary3_9.png,Positive
Positive_250_Coronary_450_LAD_Secondary3_15.png,Positive
Positive_140_Coronary_677_CX_Secondary1_13.png,Positive
Positive_199_Coronary_178_RCA_Secondary1_12.png,Positive
Positive_255_Coronary_453_CX1_15.png,Positive
Positive_159_Coronary_513_CX1_5.png,Positive
Positive_232_Coronary_467_LAD_Secondary1_4.png,Positive
Positive_115_Coronary_148_CX1_13.png,Positive
Positive_236_Coronary_468_LAD1_10.png,Positive
Positive_125_Coronary_503_CX1_17.png,Positive
Positive_223_Coronary_177_LAD1_1.png,Positive
Positive_171_Coronary_631_LAD_Secondary1_13.png,Positive
Positive_249_Coronary_214_RCA1_12.png,Positive
Positive_109_Coronary_706_RCA1_14.png,Positive
Positive_113_Coronary_657_LAD1_19.png,Positive
Positive_111_Coronary_705_CX1_2.png,Positive
Positive_202_Coronary_073_RCA1_14.png,Positive
Positive_236_Coronary_466_LAD1_1.png,Positive
Positive_255_Coronary_040_LAD_Secondary7_4.png,Positive
Positive_255_Coronary_635_RCA1_4.png,Positive
Positive_251_Coronary_175_LAD1_5.png,Positive
Positive_180_Coronary_649_RCA1_15.png,Positive
Positive_151_Coronary_460_RCA1_10.png,Positive
Positive_255_Coronary_469_LAD1_18.png,Positive
Positive_149_Coronary_465_CX1_14.png,Positive
Positive_136_Coronary_140_LAD_Secondary1_2.png,Positive
Positive_149_Coronary_465_CX1_16.png,Positive
Positive_180_Coronary_649_RCA1_17.png,Positive
Positive_214_Coronary_450_RCA1_1.png,Positive
Positive_255_Coronary_499_CX1_3.png,Positive
Positive_150_Coronary_050_LAD1_18.png,Positive
Positive_109_Coronary_706_RCA1_16.png,Positive
Positive_202_Coronary_073_RCA1_16.png,Positive
Positive_255_Coronary_233_CX_Secondary4_14.png,Positive
Positive_223_Coronary_177_LAD1_3.png,Positive
Positive_125_Coronary_503_CX1_15.png,Positive
Positive_255_Coronary_028_LAD1_1.png,Positive
Positive_162_Coronary_001_LAD1_2.png,Positive
Positive_255_Coronary_010_LAD_Secondary1_9.png,Positive
Positive_255_Coronary_472_LAD1_17.png,Positive
Positive_255_Coronary_499_LAD_Secondary1_2.png,Positive
Positive_235_Coronary_237_LAD_Secondary1_19.png,Positive
Positive_219_Coronary_474_CX_Secondary2_2.png,Positive
Positive_227_Coronary_168_CX1_7.png,Positive
Positive_222_Coronary_160_CX_Secondary1_11.png,Positive
Positive_134_Coronary_652_LAD1_13.png,Positive
Positive_144_Coronary_501_LAD1_9.png,Positive
Positive_255_Coronary_010_CX1_1.png,Positive
Positive_222_Coronary_160_CX_Secondary1_8.png,Positive
Positive_220_Coronary_484_LAD1_5.png,Positive
Positive_137_Coronary_508_LAD_Secondary1_12.png,Positive
Positive_123_Coronary_506_CX_Secondary1_6.png,Positive
Positive_144_Coronary_501_CX1_13.png,Positive
Positive_108_Coronary_610_RCA1_8.png,Positive
Positive_129_Coronary_045_CX_Secondary2_15.png,Positive
Positive_123_Coronary_506_CX1_5.png,Positive
Positive_184_Coronary_674_LAD1_11.png,Positive
Positive_216_Coronary_484_RCA1_8.png,Positive
Positive_241_Coronary_085_LAD1_5.png,Positive
Positive_227_Coronary_168_CX1_11.png,Positive
Positive_182_Coronary_188_CX_Secondary2_13.png,Positive
Positive_218_Coronary_448_RCA1_10.png,Positive
Positive_211_Coronary_117_LAD1_6.png,Positive
Positive_255_Coronary_073_LAD_Secondary3_11.png,Positive
Positive_147_Coronary_177_CX_Secondary1_5.png,Positive
Positive_252_Coronary_168_LAD_Secondary1_17.png,Positive
Positive_148_Coronary_471_RCA1_11.png,Positive
Positive_255_Coronary_073_CX1_16.png,Positive
Positive_132_Coronary_637_CX1_6.png,Positive
Positive_255_Coronary_010_LAD1_18.png,Positive
Positive_174_Coronary_024_LAD1_11.png,Positive
Positive_255_Coronary_237_RCA_Secondary3_13.png,Positive
Positive_136_Coronary_668_RCA1_13.png,Positive
Positive_134_Coronary_461_CX_Secondary2_14.png,Positive
Positive_255_Coronary_073_CX_Secondary3_9.png,Positive
Positive_200_Coronary_221_RCA1_5.png,Positive
Positive_255_Coronary_477_LAD1_12.png,Positive
Positive_255_Coronary_233_CX_Secondary1_18.png,Positive
Positive_255_Coronary_233_RCA1_5.png,Positive
Positive_143_Coronary_183_RCA1_13.png,Positive
Positive_255_Coronary_229_LAD1_18.png,Positive
Positive_255_Coronary_485_RCA1_14.png,Positive
Positive_217_Coronary_470_RCA1_18.png,Positive
Positive_255_Coronary_704_CX_Secondary2_16.png,Positive
Positive_203_Coronary_095_LAD1_18.png,Positive
Positive_171_Coronary_457_CX1_6.png,Positive
Positive_126_Coronary_509_LAD1_15.png,Positive
Positive_185_Coronary_674_RCA1_9.png,Positive
Positive_185_Coronary_674_RCA1_8.png,Positive
Positive_255_Coronary_462_LAD1_7.png,Positive
Positive_126_Coronary_509_LAD1_14.png,Positive
Positive_255_Coronary_499_LAD_Secondary1_10.png,Positive
Positive_255_Coronary_704_CX_Secondary2_17.png,Positive
Positive_255_Coronary_447_CX1_11.png,Positive
